# rank	score	word	reasons
2996	-23.28	doff	double-final
2997	-23.31	whyo	plain-shape
2998	-23.31	syce	plain-shape
2999	-23.31	caam	ngram-only
3000	-23.35	jube	plain-shape,rare-letter
3001	-23.35	nabk	plain-shape
3002	-23.37	dazy	plain-shape,rare-letter
3003	-23.38	kiby	plain-shape
3004	-23.38	maam	ngram-only
3005	-23.41	mawp	plain-shape
3006	-23.44	gazy	plain-shape,rare-letter
3007	-23.45	maza	plain-shape,rare-letter
3008	-23.45	jamb	plain-shape,rare-letter
3009	-23.46	naam	ngram-only
3010	-23.49	biwa	plain-shape
3011	-23.49	zarp	plain-shape,rare-letter
3012	-23.50	iodo	specialist-pattern
3013	-23.51	fuff	double-final
3014	-23.51	zoid	plain-shape,rare-letter
3015	-23.53	wyne	plain-shape
3016	-23.53	jass	s-form,rare-letter,double-final
3017	-23.55	hewt	plain-shape
3018	-23.55	bigg	double-final
3019	-23.56	teff	double-final
3020	-23.58	llyn	no-vowel
3021	-23.58	wudu	plain-shape
3022	-23.58	gegg	double-final
3023	-23.60	geum	plain-shape,specialist-pattern
3024	-23.61	jobo	plain-shape,rare-letter
3025	-23.64	zoll	rare-letter,double-final
3026	-23.65	suwe	plain-shape
3027	-23.67	ohoy	plain-shape
3028	-23.67	gunj	plain-shape,rare-letter
3029	-23.68	yapp	double-final
3030	-23.68	goff	double-final
3031	-23.72	inby	plain-shape
3032	-23.72	wyke	plain-shape
3033	-23.72	kapp	double-final
3034	-23.74	haab	ngram-only
3035	-23.75	yawy	plain-shape
3036	-23.77	bikh	plain-shape
3037	-23.81	yutu	plain-shape
3038	-23.83	tuwi	plain-shape
3039	-23.83	cuya	plain-shape
3040	-23.84	onyx	plain-shape,rare-letter
3041	-23.84	yuft	plain-shape
3042	-23.84	ayah	plain-shape
3043	-23.90	falx	plain-shape,rare-letter
3044	-23.93	wowt	plain-shape
3045	-23.94	jiff	common5-fragment,rare-letter,double-final
3046	-23.96	hadj	plain-shape,rare-letter
3047	-23.97	luxe	plain-shape,rare-letter
3048	-23.98	akov	plain-shape
3049	-23.98	kiku	plain-shape
3050	-24.00	puky	plain-shape
3051	-24.02	updo	plain-shape
3052	-24.05	jhow	plain-shape,rare-letter
3053	-24.06	byee	double-final
3054	-24.07	yaff	double-final
3055	-24.14	puka	plain-shape
3056	-24.17	joky	plain-shape,rare-letter
3057	-24.18	yeuk	plain-shape
3058	-24.18	favn	plain-shape
3059	-24.20	jibe	plain-shape,rare-letter
3060	-24.22	kobu	plain-shape
3061	-24.22	toxa	plain-shape,rare-letter
3062	-24.23	kiwi	plain-shape
3063	-24.25	mugg	double-final
3064	-24.25	haaf	ngram-only
3065	-24.29	yirr	double-final
3066	-24.29	mohr	plain-shape
3067	-24.29	juke	plain-shape,rare-letter
3068	-24.30	waag	ngram-only
3069	-24.32	wyde	plain-shape
3070	-24.33	munj	plain-shape,rare-letter
3071	-24.39	kahu	plain-shape
3072	-24.39	baht	plain-shape
3073	-24.41	yegg	double-final
3074	-24.42	rukh	plain-shape
3075	-24.42	yowt	plain-shape
3076	-24.42	upgo	plain-shape
3077	-24.44	fuze	plain-shape,rare-letter
3078	-24.47	zarf	plain-shape,rare-letter
3079	-24.56	quop	plain-shape,rare-letter
3080	-24.56	spry	no-vowel
3081	-24.57	phiz	plain-shape,rare-letter
3082	-24.58	oxan	plain-shape,rare-letter
3083	-24.60	eyah	plain-shape
3084	-24.61	yawp	plain-shape
3085	-24.62	quod	plain-shape,rare-letter
3086	-24.63	zany	plain-shape,rare-letter
3087	-24.65	puku	plain-shape
3088	-24.66	jouk	plain-shape,rare-letter
3089	-24.67	guze	plain-shape,rare-letter
3090	-24.67	sexy	plain-shape,rare-letter
3091	-24.67	jimp	plain-shape,rare-letter
3092	-24.68	pfui	plain-shape
3093	-24.72	kivu	plain-shape
3094	-24.74	swum	plain-shape,specialist-pattern
3095	-24.75	buhr	plain-shape
3096	-24.75	caza	plain-shape,rare-letter
3097	-24.78	exon	plain-shape,rare-letter
3098	-24.78	bibb	double-final
3099	-24.80	jann	rare-letter,double-final
3100	-24.81	jiva	plain-shape,rare-letter
3101	-24.81	razz	rare-letter,double-final
3102	-24.81	zimb	plain-shape,rare-letter
3103	-24.82	yodh	plain-shape
3104	-24.84	jaup	plain-shape,rare-letter
3105	-24.85	knez	plain-shape,rare-letter
3106	-24.85	zogo	plain-shape,rare-letter
3107	-24.89	gyve	plain-shape
3108	-24.92	guhr	plain-shape
3109	-24.92	jiti	plain-shape,rare-letter
3110	-25.04	taxy	plain-shape,rare-letter
3111	-25.12	zyme	plain-shape,rare-letter
3112	-25.12	zobo	plain-shape,rare-letter
3113	-25.13	cuvy	plain-shape
3114	-25.13	koph	plain-shape
3115	-25.14	izar	plain-shape,rare-letter
3116	-25.15	zoea	rare-letter
3117	-25.15	tryp	no-vowel
3118	-25.23	kyah	plain-shape
3119	-25.24	sizy	plain-shape,rare-letter
3120	-25.25	twae	plain-shape,specialist-pattern
3121	-25.27	eheu	ngram-only
3122	-25.31	oozy	rare-letter
3123	-25.32	axon	plain-shape,rare-letter
3124	-25.32	apii	double-final,specialist-pattern
3125	-25.33	juba	plain-shape,rare-letter
3126	-25.35	jibi	plain-shape,rare-letter
3127	-25.37	bukh	plain-shape
3128	-25.38	gazi	plain-shape,rare-letter
3129	-25.43	coxa	plain-shape,rare-letter
3130	-25.43	noxa	plain-shape,rare-letter
3131	-25.50	bygo	plain-shape
3132	-25.61	ajar	plain-shape,rare-letter
3133	-25.64	boxy	plain-shape,rare-letter
3134	-25.65	dozy	plain-shape,rare-letter
3135	-25.69	kiyi	plain-shape
3136	-25.71	azox	plain-shape,rare-letter
3137	-25.72	ajog	plain-shape,rare-letter
3138	-25.73	skoo	double-final
3139	-25.76	joey	plain-shape,rare-letter
3140	-25.76	hubb	double-final
3141	-25.81	moxa	plain-shape,rare-letter
3142	-25.83	xyla	plain-shape,rare-letter
3143	-25.84	doxa	plain-shape,rare-letter
3144	-25.88	myst	no-vowel
3145	-25.88	koku	plain-shape
3146	-25.90	dubb	double-final
3147	-25.90	wyve	plain-shape
3148	-25.92	kuku	plain-shape
3149	-25.93	unze	plain-shape,rare-letter
3150	-25.93	aeon	specialist-pattern
3151	-25.98	rixy	plain-shape,rare-letter
3152	-25.99	izle	plain-shape,rare-letter
3153	-26.03	haje	plain-shape,rare-letter
3154	-26.08	coxy	plain-shape,rare-letter
3155	-26.08	adze	plain-shape,rare-letter
3156	-26.10	foxy	plain-shape,rare-letter
3157	-26.11	cozy	plain-shape,rare-letter
3158	-26.13	fuzz	common5-fragment,rare-letter,double-final
3159	-26.18	nizy	plain-shape,rare-letter
3160	-26.19	jauk	plain-shape,rare-letter
3161	-26.21	mixy	plain-shape,rare-letter
3162	-26.21	uzan	plain-shape,rare-letter
3163	-26.21	whuz	plain-shape,rare-letter
3164	-26.22	hayz	plain-shape,rare-letter
3165	-26.23	cyst	no-vowel
3166	-26.29	teju	plain-shape,rare-letter
3167	-26.30	ovum	plain-shape,specialist-pattern
3168	-26.30	wugg	double-final
3169	-26.31	waxy	plain-shape,rare-letter
3170	-26.33	sync	no-vowel
3171	-26.35	jinn	rare-letter,double-final
3172	-26.35	tiza	plain-shape,rare-letter
3173	-26.35	heii	double-final,specialist-pattern
3174	-26.38	tymp	no-vowel
3175	-26.41	behn	plain-shape
3176	-26.45	kexy	plain-shape,rare-letter
3177	-26.49	poxy	plain-shape,rare-letter
3178	-26.49	doxy	plain-shape,rare-letter
3179	-26.63	vuln	plain-shape
3180	-26.67	tryt	no-vowel
3181	-26.88	koff	double-final
3182	-26.99	boza	plain-shape,rare-letter
3183	-27.00	fozy	plain-shape,rare-letter
3184	-27.02	pixy	plain-shape,rare-letter
3185	-27.06	byth	no-vowel
3186	-27.11	dixy	plain-shape,rare-letter
3187	-27.12	syrt	no-vowel
3188	-27.16	buhl	plain-shape
3189	-27.19	rikk	double-final
3190	-27.20	iiwi	ngram-only
3191	-27.25	suum	specialist-pattern
3192	-27.27	oxyl	plain-shape,rare-letter
3193	-27.27	rynt	no-vowel
3194	-27.32	koko	plain-shape
3195	-27.35	aquo	rare-letter
3196	-27.45	lija	plain-shape,rare-letter
3197	-27.47	mojo	plain-shape,rare-letter
3198	-27.47	jaob	plain-shape,rare-letter
3199	-27.50	bojo	plain-shape,rare-letter
3200	-27.52	sizz	rare-letter,double-final
3201	-27.54	ekka	ngram-only
3202	-27.56	rynd	no-vowel
3203	-27.67	tuza	plain-shape,rare-letter
3204	-27.70	tynd	no-vowel
3205	-27.73	hoju	plain-shape,rare-letter
3206	-27.74	czar	plain-shape,rare-letter
3207	-27.91	kazi	plain-shape,rare-letter
3208	-27.92	soja	plain-shape,rare-letter
3209	-28.04	jawy	plain-shape,rare-letter
3210	-28.12	onza	plain-shape,rare-letter
3211	-28.15	jehu	plain-shape,rare-letter
3212	-28.21	hizz	rare-letter,double-final
3213	-28.25	yaje	plain-shape,rare-letter
3214	-28.34	qoph	plain-shape,rare-letter
3215	-28.41	jako	plain-shape,rare-letter
3216	-28.48	bija	plain-shape,rare-letter
3217	-28.57	zyga	plain-shape,rare-letter
3218	-28.68	gyps	s-form,no-vowel
3219	-28.74	bizz	rare-letter,double-final
3220	-28.80	kozo	plain-shape,rare-letter
3221	-28.85	sahh	double-final
3222	-28.89	ejoo	rare-letter,double-final
3223	-28.90	jinx	plain-shape,rare-letter
3224	-28.92	koae	specialist-pattern
3225	-28.92	gizz	rare-letter,double-final
3226	-28.95	typy	no-vowel
3227	-28.95	myxa	plain-shape,rare-letter
3228	-28.97	puxy	plain-shape,rare-letter
3229	-29.13	puja	plain-shape,rare-letter
3230	-29.27	huzz	rare-letter,double-final
3231	-29.47	ezba	plain-shape,rare-letter
3232	-29.49	ijma	plain-shape,rare-letter
3233	-29.51	muzz	rare-letter,double-final
3234	-29.54	wyss	s-form,double-final,no-vowel
3235	-29.65	fyrd	no-vowel
3236	-29.66	myxo	plain-shape,rare-letter
3237	-29.76	suji	plain-shape,rare-letter
3238	-29.91	mijl	plain-shape,rare-letter
3239	-29.99	wuzu	plain-shape,rare-letter
3240	-30.07	scyt	no-vowel
3241	-30.16	wynd	no-vowel
3242	-30.32	kohl	plain-shape
3243	-30.42	typp	double-final,no-vowel
3244	-30.58	fuji	plain-shape,rare-letter
3245	-30.60	xyst	rare-letter,no-vowel
3246	-30.62	zuza	plain-shape,rare-letter
3247	-30.64	juju	plain-shape,rare-letter
3248	-32.04	zizz	rare-letter,double-final
3249	-32.71	wynn	double-final,no-vowel
3250	-33.10	lynx	rare-letter,no-vowel
3251	-38.54	jynx	rare-letter,no-vowel
